name,uri,genres,artist
Shotgun (The Wild Remix),5up5uXChMJLKyuop9HwtCb,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",George Ezra
Icy,5cH1JfRovqPPlmDi48b71F,"['latin', 'salsa', 'tropical']",DLG.
Up Again!,1Sz83RT33PDL1noi2uoGOt,"['latin', 'salsa', 'tropical']",DLG.
Shotgun,4ofwffwvvnbSkrMSCKQDaC,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",George Ezra
Body,21RzyxY3EFaxVy6K4RqaU9,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Loud Luxury
Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,"['dfw rap', 'melodic rap', 'rap']",Post Malone
Something Wonderful,3jANGWET69JFMdnbdLzRu1,"['french indie pop', 'french indietronica', 'new french touch', 'tropical house']",Fakear
Lights,2b8DUgjuJ3JFkVoHsGieGN,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",Dabin
By Your Side,51NBMjiv4t1nUiLC9Bim3G,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",Jonas Blue
Falling In Love,6w7pyStLqgxZn8WYf0cHrF,[],Dennis Kruissen
Wake Me Up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,[],Wham!
Tequila,7Il2yWQmsqKgSkLQvHTPUI,"['contemporary country', 'country', 'pop']",Dan + Shay
Gimme More,6ic8OlLUNEATToEFU3xmaH,"['dance pop', 'pop', 'post-teen pop']",Britney Spears
Die Young,3wLtYwtqvKK2ewelSVPeDK,"['north carolina hip hop', 'rap']",Roddy Ricch
I Don't Want U Back,2EF8afqZ0tMQH6KgBS7ZXe,"['modern rock', 'pop']",BØRNS
Wasted,6S5lBW22Re1UPKXjX7obLC,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm']",Peking Duk
Same Drugs,6CTTipcCa8RZX8aY0mttHa,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock', 'stomp and holler']",MisterWives
Same Drugs,6m9qPYXmhge2QhBLfFKnVF,"['canadian pop', 'pop', 'post-teen pop']",Chance the Rapper
Hiccup,0u256fkohocCZSCJ8J79TX,['lo-fi beats'],Verzache
Make Me Proud,7yfg0Eer6UZZt5tZ1XdsWz,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
I Got the Keys (feat. Jay-Z & Future),51Nwg5wCDDiqcTntgJUlLo,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",DJ Khaled
The Keys,6ikh8e4YxgOlb11LWUaBp4,"['lexington ky indie', 'retro soul']",Matt Duncan
Crave You - Adventure Club Remix,283LAlCpfArRZOXPfkOQj0,"['alternative dance', 'aussietronica', 'australian dance', 'australian indie', 'indie soul', 'nu disco']",Flight Facilities
Boneless,4qPnE8jBZN3wmgGxspsOcP,"['k-pop', 'k-pop boy group']",Steve Aoki
Serious (feat. Matt Corby),18YIDJGWXocUPFbAzTaq8g,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
Operator (Ring Ring) [feat. Dances With White Girls],4oXT61OL4mDPRXbjq2d7b1,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']",Chris Lake
One Touch,6JEWDRfYmn51nfA7SUiN7u,"['bass trap', 'edm', 'electro house', 'electronic trap', 'escape room', 'vapor twitch']",Baauer
Piano Song,6E35sg03J832uQe17Gdq4r,['german pop'],Milky Chance
Cocoon - Acoustic Version,1w1Rz3uLmkqzAAnY3w1BGO,['german pop'],Milky Chance
Glory - Young Bombs Remix,450XTtqDQondeXC1iY5SqX,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
Flashed Junk Mind,5mpLcXEsk3jjzLFGuNKk5I,['german pop'],Milky Chance
Cole’s Memories - Original Mix,1yMbUKRRiISrp66LUHRpSr,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Pyramid
The Groovy Cat,08d1uFAAtQgLbuvyP2AkoH,['house'],PAWSA
Famous,3zzDs7euxA9c5guPOt7A1B,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Ivy Adara
1950,0CZ8lquoTX2Dkg7Ak2inwA,"['alt z', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'post-teen pop']",King Princess
24 / 7 / 365,6WgYoOtcXnmyv4cK6RRtYv,"['bedroom soul', 'pop']",Surfaces
No Going Back,7rig9YRhho4jJ2LBMGekfj,"['gamecore', 'jacksonville indie']",Yuno
Coffee,71cUqXJ3h1r0Ees6YdENLU,"['electropop', 'etherpop', 'indie folk', 'indie pop', 'indie rock']",Sylvan Esso
Sedona,2kG5litgxXvx6ZRgwO1v7W,"['deep new americana', 'indie folk', 'modern folk rock', 'modern rock', 'new americana', 'stomp and holler']",Houndmouth
Lay It on Me,7oekneJCJO74ycdLzdk16v,"['folk-pop', 'modern rock', 'pop', 'pop rock']",Vance Joy
In a Week - Live From Spotify London,2b7aqGkXjVARTFcA0ivbjZ,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
When the Night is Over,4FE9SgxcOoCNuGnaaU8TXz,"['indie folk', 'indie pop', 'stomp and holler']",Lord Huron
YOUTH,1cOyWWUr3oXJIxY0AjJEx9,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",Troye Sivan
My My My!,1YHT1FZv5t3ZFLsVPuy6Rq,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",Troye Sivan
The Reason,5L40lPxGOtkpCYfaakKJbq,"['electropop', 'pop', 'post-teen pop']",Chelsea Cutler
Comatose,0x7Vf2tS7Qe69RwtO3Ub1W,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",RKCB
Stay With Me (feat. Jeremy Zucker),65Bynqyt59f3fojjs1Uo41,"['electropop', 'indie electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",ayokay
Interstellar,25kvn4XNLGYRJvj6CYPE96,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
Diddy Bop (x Louis The Child),2KZybiXVEQExXm2vtAcP8f,"['modern alternative rock', 'uk contemporary r&b']",Jacob Banks
Save Me From Myself (with NoMBe & Big Gigantic),7f4bRMqRKRfUNPW2gbTHSt,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
Go,37o2wypJyP6rTfTI9rlaVY,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
From Here,4Z1xD1Wr3EF2uqgEODVPyH,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
Listen Closely (feat. SAFE),2SUGiEaWclFc6XYdL71wqA,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",DVBBS
Not Going Home (feat. Gia Koka),3EBkSsvod8DflnNLGvx0QR,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",DVBBS
Sex,4CGGIk81BvfCZiscwFP6t0,['meme rap'],Cheat Codes
Let Me Hold You (Turn Me On),3aLWuWKHaTV4Ok7LKvXRYn,['meme rap'],Cheat Codes
Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,"['florida rap', 'underground hip hop']",Maggie Lindemann
"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,"['dance pop', 'pop', 'post-teen pop']",Hailee Steinfeld
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",DJ Snake
Middle,0g5EKLgdKvNlln7TNqBByK,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",DJ Snake
A Different Way (with Lauv),1YMBg7rOjxzbya0fPOYfNX,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",DJ Snake
You Know You Like It,57kR5SniQIbsbVoIjjOUDa,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",DJ Snake
Here Comes The Night,1CpCIb8zybdjskLQRL6rEC,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",DJ Snake
Lost And Found (ODESZA Remix),69d67l28GKygFwW4QbyfDR,"['edm', 'glitch hop', 'jam band', 'jazztronica', 'livetronica']",Pretty Lights
Habits (Stay High) - Hippie Sabotage Remix,62N2JSA0jHmSH7Va9t7hIf,"['dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Tove Lo
You,5qcwzdhDQjHjmu12gOLjY0,"['alternative r&b', 'indie r&b', 'indie soul', 'vapor soul']",Mk.gee
Forget Me Not ◐,5bi6WIAbhOCPcpxhHVM7UL,"['chill r&b', 'pop', 'uk pop']",HONNE
I Just Wanna Go Back ◐,7jt2GEUn668kTXWMfz4ZOZ,"['chill r&b', 'pop', 'uk pop']",HONNE
Shrink ◐,45ZyX2pxPJqWGp9mRJRFRf,"['chill r&b', 'pop', 'uk pop']",HONNE
Crying Over You ◐,7i1pavASRUZk62ejaUIESa,"['chill r&b', 'pop', 'uk pop']",HONNE
Location Unknown ◐,6A1GBCMwbfhkB9e1thR8a8,"['chill r&b', 'pop', 'uk pop']",HONNE
306 ◑,6vN8BqTGGyGCDAOOv7ThNp,"['chill r&b', 'pop', 'uk pop']",HONNE
Feels So Good ◑,0NdAh5vk2C5hVNy54043lj,"['chill r&b', 'pop', 'uk pop']",HONNE
I Got You ◑,5ehUXOmfG5u6V3LgNZ3pL6,"['chill r&b', 'pop', 'uk pop']",HONNE
Me & You ◑,1ITJTMrS4cx8zdlI7DdSoo,"['chill r&b', 'pop', 'uk pop']",HONNE
I Might ◑,5xuYgLzLhNo5nsyLDC2Hse,"['chill r&b', 'pop', 'uk pop']",HONNE
3am,1WH96QFPIhxlnATR0K90KX,"['chill r&b', 'pop', 'uk pop']",HONNE
Someone New,2DNXgvkyv35vTWvdgjs7qn,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
From Eden,5aRZk9oWIYUB5alrTs8TTV,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
Hold My Girl,42bbDWZ8WmXTH7PkYAlGLu,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",George Ezra
Kiss Me,0Tel1fmuCxEFV6wBLXsEdk,"['pop', 'uk pop']",Ed Sheeran
Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,"['pop', 'uk pop']",Ed Sheeran
I See Fire,5pY3ovFxbvAg7reGZjJQSp,"['pop', 'uk pop']",Ed Sheeran
How Would You Feel (Paean),6PJ8FF6UR8FZXfEvpHkIVN,"['pop', 'uk pop']",Ed Sheeran
Daylight,57i3M29DWoo7RDk0Tf0LZG,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop']",Matt and Kim
Hurt Somebody,03t3IRKAyXPGeAWCidF03q,"['alt z', 'electropop', 'indie cafe pop', 'indie pop', 'indiecoustica', 'pop', 'pop rock', 'stomp and holler']",Noah Kahan
Show Me (feat. Madison Ryann Ward),3re97KCFI7Lt6pRfxdC8KL,['nyc pop'],John Splithoff
Tears,3uebPeVk6RnWRhGoKFHTL2,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",Bipolar Sunshine
Drive Me Home,09REe2KMAdi2XMPohJ8ZTA,['pop edm'],Caroline Pennell
Cologne,4ld2TeVRlaYNHWzi52dWsZ,"['edm', 'pop', 'pop dance', 'tropical house']",Haux
Hearts Collide (Remix),64kyLirkv938cCbWBjLOTg,['indie cafe pop'],MountainCity
La Câlin,4wm54RgVLbAtk5v4A9I9x5,"['arab trap', 'bass trap', 'turkish trap']",Serhat Durmus
No Promises (feat. Demi Lovato) - Ashworth Remix,7InzQLR47Yhmyd9FIQUnUP,['meme rap'],Cheat Codes
Wicked Heart,6dqLKzSb6PBqMHAs8PhySK,['reggae rock'],Sublime With Rome
Lost And Found,1aMoqIYGFADaV3nPaSKL7X,"['jawaiian', 'reggae rock']",Iration
Set Sail,2nkuZha8Oe9puQ8ZX1P9ha,"['east coast reggae', 'jawaiian', 'reggae fusion', 'reggae rock']",The Movement
Unescapable Dome,4Rzxyr0y3Hn91syh62ZL2t,"['reggae rock', 'victoria bc indie']",Current Swell
Lay My Claim,548ddxWI4sZKK1aCLuMR16,['reggae rock'],Rebelution
867,1Ql3ruUucODpecyZR8bqDl,"['jawaiian', 'reggae rock']",Iration
These Days (feat. 77 Jefferson),4huNEMIQ6nwtAp3xn7sb3e,"['jawaiian', 'reggae rock']",Josh Heinrichs
Count Me In,0BweE3lWBMXRPWWLtLV5z8,['reggae rock'],Rebelution
Nothing's Over,2X6XDHrrP7rnUZLK3Qss2j,"['reggae rock', 'west coast reggae']",Three Legged Fox
One Way Track - Acoustic,1jcvsesiumAvcBCGyeKDbI,"['jawaiian', 'reggae rock']",Iration
Sugar,1dIFK7mcbKMEn2Z28CsMXu,"['jawaiian', 'reggae rock']",SDIB
City Life,1ozK6iAeBgCOSXecRojzMo,['reggae rock'],Rebelution
So Glad You Made It,6u3zsR2qRjCZlc5W0yUYPL,"['reggae fusion', 'reggae rock']",Dirty Heads
Alive,4AiYDSVgY6qQDp2GZ1pdVf,"['contemporary country', 'country road']",The Green
Collie Man,3Zjdqz7eOox8XU0zTCPL4P,"['reggae fusion', 'reggae rock']",Slightly Stoopid
Love I,4Hrw5VbQ9xDPdHdLCqBsSA,"['contemporary country', 'country road']",The Green
"Baby, I Love Your Way",1Rvl8qsKJurfFTyWLBI9ib,"['reggae', 'reggae fusion']",Big Mountain
Reelin,2p4jcOrYpJn3f6FF8GZlIU,"['jawaiian', 'reggae rock']",Iration
Sunshine Girl,4RjHalDdUreXDJSJLo44lK,"['melodic rap', 'pop rap', 'rap', 'trap']",J Boog
Leaving With Me,0jREd56kAWsJUGsQbBsWPl,"['melodic rap', 'pop rap', 'rap', 'trap']",J Boog
Wade In Your Water,6DoYk3QIvkDs60S1d01vbx,"['jawaiian', 'pacific islands pop']",Common Kings
All for You,5sUwa6Zb4pTMJBoVj7YWbb,"['jawaiian', 'reggae rock']",Iration
Wiseman,5lCRPA4XEg4VPbNu0lDHBA,"['reggae fusion', 'reggae rock']",Slightly Stoopid
Cool Down,6uJaTP7EbaHXJ5PM09s0uV,"['jawaiian', 'pacific islands pop']",Kolohe Kai
Ehu Girl,7hmvSpZSdBAaJmy0pHcGwh,"['jawaiian', 'pacific islands pop']",Kolohe Kai
Cardinal,54YE9pzrjZToZSneNAXV99,"['indie folk', 'modern rock', 'stomp and holler']",Mt. Joy
Paint,2BOof6lYrGfz6BojJ0aeJd,"['australian indie folk', 'indie folk', 'stomp and holler']",The Paper Kites
Three Rounds and a Sound - Daytrotter Version,44BGoGw0sUc0Txh8Y4ZyFg,"['indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",Blind Pilot
Forest Fires,6AQ3guMjWgetjRpQASwrE5,"['icelandic folk', 'icelandic indie', 'indie anthem-folk', 'indie folk']",Axel Flóvent
Foreign Hands,7fDkkwlp02iHGzKlG2gZr8,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']",George Ogilvie
Ivory Black,6vSIJHh8CRxpjWRvnzspZg,['indie anthem-folk'],Oliver Riot
Too Late,3Xyozr76ujzqeHfR86kHIV,"['australian indie folk', 'indie folk', 'stomp and holler']",The Paper Kites
Evil - RAC Mix,6R742dF4R83RaW7FHAJ5r9,"['indie folk', 'irish singer-songwriter', 'neo mellow']",James Vincent McMorrow
Fever To The Form,7xbF5Nf1iKYmwvD9EWhJav,"['british singer-songwriter', 'cambridgeshire indie', 'indie folk', 'indie soul']",Nick Mulvey
Above The Clouds Of Pompeii,3cnkPRKvkItP5xGfnAPsAg,"['folk-pop', 'indie anthem-folk', 'indie folk', 'stomp and flutter', 'stomp and holler', 'uk americana']",Bear's Den
Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO,"['channel islands indie', 'vapor soul']",Mura Masa
Swing Swing,1wRSOWVqpLIrMCo4vevEef,"['electropop', 'indie electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",ayokay
High You Are,6zpCJDhdpHPZCcFCJZDqX5,"['aussietronica', 'edm', 'electro house', 'electronic trap', 'electropop', 'escape room', 'future bass', 'vapor twitch']",What So Not
Talk Is Cheap,7jJsme36M90Cn6aYYC2l3t,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",Chet Faker
Gold,03qDVofuUUQSsSQCLWX0eF,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",Chet Faker
No Diggity,2xD7RvKFJl52xyds3wQFXQ,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",Chet Faker
Quirk,5yFZp45S2FHiSFa6dGqm4y,"['eau claire indie', 'indie folk', 'melancholia']",Flume
TRUST (feat. Isabella Manfredi),2Zp4W9yRmv1F6PJVg4BibH,"['eau claire indie', 'indie folk', 'melancholia']",Flume
HyperParadise - Flume Remix,7GtQdN3Dd8p8oNk90iexfv,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Warm Thoughts,1QgGyNtuFClzvZnNCofqsF,"['eau claire indie', 'indie folk', 'melancholia']",Flume
On Top,1iLH4eIX2JISmOqLQb9hDQ,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Left Alone,3seLcPktVz36YMobkDW2Jh,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Like Water (feat. MNDR),2ePoEiXsyEGoQleZsTFIIo,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Take a Chance (feat Little Dragon),44dFOGFKVgNrx6UilTRVfZ,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Smoke & Retribution (feat. Vince Staples & Kučka),52WyhmhBgVbCuRJkJbLfTw,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Numb & Getting Colder (feat. Kučka),3DMHprSdk9uIuhmjz0kszJ,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Lose It (feat. Vic Mensa),4O4isJJBeAlmiP27sCDZ4e,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Hyperreal,5NsruZ9uIydV0A196WZjkV,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Sleepless,0XzyXP0E9jsoOwu5Rd7hTV,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Holdin On,3ohupB1Wm1Cvcyre7rtS9p,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Say It - Illenium Remix,1wfZdPy5FRWsdWaAEOG0Ml,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Say It (feat. Tove Lo),5aOpzm8W8zysk4asB9hxJw,"['eau claire indie', 'indie folk', 'melancholia']",Flume
Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,"['eau claire indie', 'indie folk', 'melancholia']",Flume
You & Me - Flume Remix,1snNAXmmPXCn0dkF9DaPWw,"['house', 'pop', 'uk dance']",Disclosure
The World Is Ours,0YDSEyBzPsuQzkuc9Bu8iR,"['edm', 'electropop', 'future bass', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch']",Jai Wolf
Drop The Game,150zGw0P2EJccYJKnFIler,"['eau claire indie', 'indie folk', 'melancholia']",Flume
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",6cVQPYWMIyvNnW6UL3kpYq,"['disco', 'mellow gold', 'soft rock']",Bee Gees
No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Waka Flocka Flame
Give Yourself A Try,40QQZP6LVXUP5h79Q5Yvke,"['modern alternative rock', 'modern rock', 'pop', 'rock']",The 1975
Sincerity Is Scary,06Vthiq8nNDuT5nOcch535,"['modern alternative rock', 'modern rock', 'pop', 'rock']",The 1975
TOOTIMETOOTIMETOOTIME,1avsdAHEznOhz5KFF04zOS,"['modern alternative rock', 'modern rock', 'pop', 'rock']",The 1975
Loving,2agURy6Jj70naGfDcrKkwY,"['bedroom soul', 'pop']",Surfaces
Love It If We Made It,0ORgAzmFh8N97SseJvmqgC,"['modern alternative rock', 'modern rock', 'pop', 'rock']",The 1975
It's Not Living (If It's Not With You),0D4yVl9Pn45xW2s63MFCmT,"['modern alternative rock', 'modern rock', 'pop', 'rock']",The 1975
when the party's over,14JzyD6FlBD5z0wV5P07YI,"['electropop', 'pop']",Billie Eilish
Free,5413LFXLYAJS85VKs6H6ag,"['electropop', 'vapor soul']",Kidswaste
Motivation,4Cv5dkUBqepa0siwGREihD,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",Kelly Rowland
The City (with Quinn XCII),5X3VpTYsESWoh80dMa60jd,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
Breaking News (with RAYE),4kL66iksPrNaqzKYlzDgoa,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
LOVE (with Elohim),1eu1WlirwoijhkeXmbckRx,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
A$AP Forever (feat. Moby),1YmF9PvLhIISIANoMLIYGq,"['east coast hip hop', 'hip hop', 'rap', 'trap']",A$AP Rocky
Just Friends,6tB4XVKceo2307SSWXaO0y,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
Space (feat. Quinn XCII),1tyyQRDz6YWi3nNBP7ILfI,"['alt z', 'chill pop', 'chill r&b', 'electropop', 'indie cafe pop', 'indie poptimism', 'la pop', 'pop']",Prince Fox
"Right Here, Right Now (feat. Taska Black)",61Jk4NuavJPhDBvVZes5iB,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",San Holo
Too Young (feat. Baker Grace),2SBFbElrbcLtfOBcQ2pYdy,"['electropop', 'indie electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",ayokay
Full Circle,2uHSDyFByIUeTUAxZCTRp0,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Battas,5vg6lgIJMt0y1Ty0GwIRhb,"['contemporary country', 'country', 'country road', 'modern country rock']",Mazde
Dear Sense (with MAX),4hPydN7h04khwALwatl1zF,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
I Miss You,2rdenwiGenT4xciBAMaGFX,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
Be Like You (feat. Broods),1zRdhBRqRnMSLkZTODa5OL,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
Together,6EKii07Q5FPgd5LVmvtqK4,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
Top Shelf (feat. Bipolar Sunshine),0c2r4R6A5eSz1yqrSvMkmj,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
Easy,27xk5s3fAAwfvptEshbM3J,"['aussietronica', 'edm', 'electra', 'electro house', 'electronic trap', 'escape room', 'indietronica', 'vapor twitch']",Alison Wonderland
Cry,0CqGCpNdOktUrsTUEkWozV,"['aussietronica', 'edm', 'electra', 'electro house', 'electronic trap', 'escape room', 'indietronica', 'vapor twitch']",Alison Wonderland
Summer Nights,0QkWubamAKEvvcOTriSKX3,"['jawaiian', 'reggae rock']",Iration
Time Bomb,0KtKac3tvjeGjg6FXcUy7X,"['jawaiian', 'reggae rock']",Iration
Falling,2tP2rytUFVm6lhCznfLbv6,"['jawaiian', 'reggae rock']",Iration
Automatic,7jut3RkkxQpJAzMovUefDz,"['jawaiian', 'reggae rock']",Iration
Choices (Yup),5vIu19A3EEdHgFM4Cba6F4,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",E-40
4 AM,1nX9KhK3Fff27SnrIor2Yb,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2 Chainz
Losing It,05LvE6ySn6hEcHdAJ7N19z,['australian house'],FISHER
Dedication (feat. Kendrick Lamar),6fIjnWrv46njJHLDAY2JdC,"['pop', 'pop rock']",Nipsey Hussle
Uproar,3wScL5W8H40zzCKN0atfBk,['chicago rap'],Lil Wayne
Narcissist (feat. The 1975),4qjLvvBh5ZeKEPyShKRf06,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",No Rome
Narcos,0wbnC9AUenxp613TYaJsGK,"['atl hip hop', 'pop rap', 'rap', 'trap']",Migos
love (wip),5LInapZvnYwgLGXWQeGrIR,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",San Holo
Travelin',1UGLjJ3C7V3BMLXpc5XJIL,"['indie pop rap', 'pop rap']",Shwayze
lift me from the ground,2VQCZWvOb6Mm1bQu4G6G2z,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",San Holo
We Rise,7uSZPbd8DxdkmSauCKnITY,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",San Holo
Habit,359uDQWA7BYzVEIpBJ7TFI,"['east coast reggae', 'jawaiian', 'reggae fusion', 'reggae rock']",The Movement
You & Me,7yCqehT9dKACTFy7YugP0J,"['electropop', 'indie poptimism', 'pop', 'pop rap', 'r&b', 'rap']",Marc E. Bassy
Doesn't Make You Right,7y2RoHNhrToMvCOXQpkS8C,"['reggae fusion', 'reggae rock']",Dirty Heads
Better Days,5SOt2NdHbsUz3PyTG4sV1s,"['boston hip hop', 'deep underground hip hop', 'indie pop rap', 'pop rap']",Cam Meekins
Paper Planes,1kusepF3AacIEtUTYrw4GV,"['dance pop', 'escape room', 'indietronica', 'new rave']",M.I.A.
Runaway (U & I) - Svidden & Jarly Remix; Paper Towns Soundtrack Version,4mQi8tVXXGyGShCOXExKol,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis
Lost It To Trying - Paper Towns Mix,5cIDi1hmgkpikBlhBQhCiP,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",Son Lux
Great Summer - Soundtrack Version Genre Alternative,1pWK2V6wstJKg5i8asqIJu,"['folk-pop', 'modern rock', 'pop', 'pop rock']",Vance Joy
To The Top,0ei8MMPaOpciND66DHEmyJ,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'electropop', 'indie pop', 'indietronica', 'metropopolis', 'new rave', 'shimmer pop']",Twin Shadow
Sexual - Oliver Nelson Remix / Radio Edit,2RfwK0DOl7ijlKBEhZsyuN,['scandipop'],NEIKED
drugs,3OXpdrHLT4IqM76RajgM6Q,"['electropop', 'indie poptimism', 'modern rock', 'pop']",EDEN
We Stayed Up All Night,7eSWgAlmLPXbGxgH3RNoWh,"['chillwave', 'electronica', 'indie soul', 'tropical house', 'vapor soul']",Tourist
