,name,uri,genres,artist
274,Who's Crying Now,5IK2FtuC0qmHHam9sWFxUI,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",Journey
275,Goodpain,3rFeq7vjP5iyhEDssZV49n,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'stomp and holler', 'vapor soul']",Yoke Lore
276,U Deserve It,4hQ6o8ECY5MyHyodnyOHEw,"['melodic rap', 'rap', 'trap']",Trippie Redd
277,Someday,73h6Ma5QhBFrshEN2CTevS,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
278,Wander With Me,7GLL5dU80NstXjcKlDMJmr,"['indie soul', 'jazz pop']",Tom Misch
279,1998,0DdNKXYhsBBrHsUyMOdRaa,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",Chet Faker
280,Release You,54XipZUcDxrEnZQ0nMuexh,"['indie soul', 'jazz pop']",Tom Misch
283,Hold On,501a6C1zDnBaRu8iLBddhA,"['australian indie', 'indie soul', 'vapor soul']",Crooked Colours
284,Innerbloom (Lane 8 Remix),0ZbsibQtb9M2N33y6FcyFh,"['australian electropop', 'indietronica']",RÜFÜS DU SOL
285,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",DJ Khaled
286,Moonwalking in Calabasas,3FigWC4Kgj0YB1tc6WMwJL,"['rap', 'trap']",DDG
287,Sure Thing,0JXXNGljqupsJaZsgSbMZV,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Miguel
288,Oh Sherrie,4zEi4tr3lEhiAvTRxEzbEz,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",Steve Perry
289,Down Under,46RVKt5Edm1zl0rXhPJZxz,"['album rock', 'australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",Men At Work
290,Yellow,3AJwUDP919kvQ9QcozQPxg,"['permanent wave', 'pop']",Coldplay
292,Rockstar,6n9yCXvLhnYMgJIiIcMu7D,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",Nickelback
293,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",0RyA3o15NOLJYtm9NlDu5c,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']",A$AP Mob
294,Stupid Again,1fPnUpoXCpD2NDI4vPVeLw,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",Tory Lanez
295,Through Glass - HOSH Remix,4ZPsT0Zvnly7ynaM73QwTZ,"['alternative metal', 'finnish alternative rock']",Poe (CA)
296,you broke me first,45bE4HXI0AwGZXfZtMp8JR,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Tate McRae
323,Where Rainbows Never Die,2gE58DQyqgsvsK87SWUN62,"['bluegrass', 'indie folk', 'neo-traditional bluegrass', 'new americana', 'progressive bluegrass']",The Steeldrivers
325,Angel,7FDV5ELOJHCGLe52AnttEd,"['dance pop', 'reggae fusion']",Shaggy
327,I Got a Story to Tell - 2014 Remaster,7zfmhBiUvGoHz76NO1d5bZ,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",The Notorious B.I.G.
336,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,['nyc rap'],CJ
337,Shake & Pop - Original Mix,1DpXDEwSg6QWwmyPEkp0Gs,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']",Green Velvet
338,Control,3NrMppEmrfhrz9OXaUejp7,"['electropop', 'tropical house', 'vapor soul']",Emmit Fenn
339,Giant,6yL3Yh54Jou4EG9rkR8D48,[],Luke Dick
340,Money In The Way,1Du1gIiBziiR6SUx3gnSvr,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2 Chainz
341,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,[],Blxst
342,Big Rings,7jslhIiELQkgW9IHeYNOWE,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
343,It Wasn't Me,3WkibOpDF7cQ5xntM1epyf,"['dance pop', 'reggae fusion']",Shaggy
345,Love on the Weekend,0j2WBxWZnWti5TpSxjJvPb,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
346,Landslide,5ihS6UUlyQAfmp48eSkxuQ,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac
347,July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,"['alt z', 'dance pop', 'pop', 'post-teen pop']",Noah Cyrus
348,Inside Friend (feat. John Mayer),4ehkZtzPTbjsRULRfQSWYu,"['modern blues', 'soul']",Leon Bridges
349,Texas Sun,6Flu33CZc4xS2gkA6cRcNh,['neo-psychedelic'],Khruangbin
351,Sometimes,7oJmIBxEAYjfkS7lhZ7M1S,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",Goth Babe
355,Under Pressure - Remastered 2011,11IzgLRXV7Cgek3tEgGgjw,"['electropop', 'modern rock', 'pop', 'pop rap']",Queen
356,Body,0A1hoCfMLkiAgvhWkkucJa,"['houston rap', 'pop', 'pop rap', 'trap queen']",Megan Thee Stallion
357,Wildflowers,7nVAaMWgNpflAuD4AZiRRf,[],Haiva Ru
358,Kissing Other People,4WjTbrxOPvSwQlajlE4aXH,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Lennon Stella
359,if we never met - remix,0o6NlHNV7Tet6yh9BC6BGd,"['alt z', 'chill r&b', 'electropop', 'pop', 'post-teen pop']",John K
360,Something Like That,6leiB1fEsTnVCuPiielde5,"['pop', 'post-teen pop']",Tim McGraw
361,if we never met,5HBDBBr5OV90lubqW8ctJF,"['alt z', 'chill r&b', 'electropop', 'pop', 'post-teen pop']",John K
362,Your Love,5dRQUolXAVX3BbCiIxmSsf,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'rock', 'soft rock']",The Outfield
363,Heaven,1XcUn5PE9d42zWamWgRG2x,[],Los Lonely Boys
364,End Summer,1OQEF0LsL7KMQmBZSiUcdE,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",Goth Babe
365,Doo Wop (That Thing),0uEp9E98JB5awlA084uaIg,"['east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap']",Ms. Lauryn Hill
366,Love Is Killing Me,0WDHsTEgyvjw4EM24O0Tyd,"['edm', 'electra', 'electronic trap', 'future bass', 'pop edm']",BONNIE X CLYDE
367,Lemonade,02kDW379Yfd5PzW5A6vuGt,"['pop rap', 'rap', 'trap']",Internet Money
368,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,['cali rap'],24kGoldn
369,Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,['cali rap'],24kGoldn
370,Awaken,4oYzwOTWpP3JTyKrTHJtqw,['electropop'],Big Wild
373,Liability,6Kkt27YmFyIFrcX3QXFi2o,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",Lorde
375,Sundress,2aPTvyE09vUCRwVvj0I8WK,"['east coast hip hop', 'hip hop', 'rap', 'trap']",A$AP Rocky
376,Dissolve,7pBrj5rt4SSxXwFKOyZfHR,"['indie psych-pop', 'shimmer psych']",Absofacto
377,affection,2lTtnKQgjbrBA1qnOFhBkP,"['alt z', 'indie pop', 'la pop']",BETWEEN FRIENDS
378,Fisher,3cY2nHVVX2ZER1ttxGzLav,"['french indietronica', 'new french touch']",Camel Power Club
380,Deep End - SIDEPIECE Remix,7JdiXX87BugXUDhQ89GEc8,"['deep groove house', 'edm', 'house', 'pop dance']",John Summit
381,Outro,2QVmiA93GVhWNTWQctyY1K,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",M83
382,First Time,2Gl0FzuLxflY6nPifJp5Dr,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
383,The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,"['dance pop', 'pop', 'post-teen pop']",Katy Perry
384,Teenage Dream,5jzKL4BDMClWqRguW5qZvh,"['dance pop', 'pop', 'post-teen pop']",Katy Perry
385,Need It (feat. Masego),2aVNJ9PiQTEf4oAiNED82y,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA
386,Like Dat,788NX6uCNEVuZW8x5BkQqM,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
387,77 (feat. Kini Solana),0cRvK1mcG6zmaD04D6PAnb,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop edm', 'vapor twitch']",Kaivon
388,Move All Night,6RKFXPdoCBRcLljsxKZUNw,"['bass house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house', 'vapor twitch']",SNBRN
389,WORD,0oSWQjfe5dnRPbXQnZNJ4u,"['bass house', 'deep disco house', 'edm', 'electro house', 'house']",Walker & Royce
391,HIT EM WHERE IT HURTS,63e35wfL6GMUp0boIvNBhw,['indie r&b'],PawPaw Rod
392,Gravity,3SktMqZmo3M9zbB7oKMIF7,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
393,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,"['dance pop', 'pop', 'urban contemporary']",Whitney Houston
394,Baianá,3iCO0ZekWPK6rmLnDjejLB,"['deep euro house', 'minimal tech house', 'new french touch', 'pop dance', 'tropical house']",Bakermat
395,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,"['detroit hip hop', 'hip hop', 'rap']",Rihanna
396,San Frandisco,3T00mhdOYUuM5yiuPs3xhs,"['australian house', 'deep groove house', 'edm', 'electro house', 'house']",Dom Dolla
397,Take It,14fIlfcmFPlj4V2IazeJ25,"['australian house', 'deep groove house', 'edm', 'electro house', 'house']",Dom Dolla
398,Chinatown (feat. Bruce Springsteen),7IY2JF7AlVN5uvIUBVnSJd,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'stomp and holler']",Bleachers
399,Doses & Mimosas,44CZRkOxv7UItaAUmh8PgN,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",Cherub
400,Dancing in My Room,6Pgmqg15yVexuOgtzuxwoX,['sad rap'],347aidan
401,Don't Get Me Started,7MFL1GD1NtffPkogskoilF,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'social media pop', 'urban contemporary']",Pia Mia
402,Mystery Lady (feat. Don Toliver),2Ee9amLUslOwgoJWZEpSSD,['alternative r&b'],Masego
403,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",MGMT
404,Hot N Cold,1y4eb6hmAvsqlDOl3fx9kk,"['dance pop', 'pop', 'post-teen pop']",Katy Perry
405,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,"['pop', 'uk pop']",Ed Sheeran
406,All Summer Long,5rX6C5QVvvZB7XckETNych,"['alternative metal', 'nu metal']",Kid Rock
407,Lean on Me,3M8FzayQWtkvOhqMn2V4T2,['jazz funk'],Bill Withers
408,Me and Julio Down by the Schoolyard,6vxHp3CDNo0afgKGp2yi1E,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Paul Simon
410,Don't Leave - Throttle Remix,2kURE6wOW7HoWaTIOa2NDF,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Snakehips
411,Live Like You Were Dying,7B1QliUMZv7gSTUGAfMRRD,"['pop', 'post-teen pop']",Tim McGraw
412,Clocks,56BxlyQbuS5QGc1QZ9WgfQ,"['dutch edm', 'pop dance', 'tropical house']",Ian Storm
413,Underdog,3FGiFUJRRp5RGikVrs6kig,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",Alicia Keys
415,Rich Nigga Shit (feat. Young Thug),3ruoIF2UnoXdzK8mR61ebq,"['conscious hip hop', 'north carolina hip hop', 'rap']",21 Savage
416,Just Can’t Get Enough,3JA9Jsuxr4xgHXEawAdCp4,"['dance pop', 'pop', 'pop rap']",Black Eyed Peas
418,The Woods,08bo51XXjxoJRv3O9tuUaj,['indie folk'],Hollow Coves
421,hurts 2 hate somebody,4kogvO1p1DILtlDNyQtIYN,"['alt z', 'electropop', 'escape room', 'indie electropop', 'indie pop', 'uk pop']",ELIO
422,THE END,4w7vZjpsnpKizj7NE0Nuld,"['dance pop', 'pop', 'post-teen pop']",Alesso
423,Don't Look Back (feat. Kotomi & Ryan Elder) [From Rick and Morty: Season 4],1VbiENVGHwF5Y70Ywotwe1,[],Rick and Morty
426,My Window (feat. Lil Wayne),7IECs9d4Rrlpa7tiHOCE1w,"['chicago rap', 'melodic rap']",YoungBoy Never Broke Again
427,Mountains,3rWRmryh76N2iyXOBFB158,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",Lost Kings
428,Painkiller,1YlulsUKDduOmC7WxvXYPW,"['alt z', 'australian alternative pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Ruel
429,Parachute,2XZn85D188f2bGdV3zmmrF,"['new french touch', 'tropical house']",Petit Biscuit
430,Constellation,2rDatO6FnEueGcIwD13WeN,"['new french touch', 'tropical house']",Petit Biscuit
431,I Leave Again,4aNNFLoRfSOMHeYQXidsXL,"['new french touch', 'tropical house']",Petit Biscuit
433,I Get the Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,"['dance pop', 'pop', 'pop rap']",Gucci Mane
434,In Your Arms (with X Ambassadors),70YPzqSEwJvAIQ6nMs1cjY,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
435,Chemicals,4xnaRQjBsHrJY5hmxBlMel,"['alternative r&b', 'indie soul', 'uk dance']",SG Lewis
436,WOW (with Emma Steinbakken),0N4lXR2IB0bVwQjNQzDPKy,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Matoma
437,The Love Club,2yrJ1jWo3HLksJFUqUsZE4,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",Lorde
438,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,"['detroit hip hop', 'hip hop', 'rap']",Rihanna
439,Kool Aid and Frozen Pizza,3VmrLy4WZLHDgTXENCIz2p,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
440,Hooked,4v7kKFlEDmpVToHOICsXaM,['australian reggae fusion'],Notion
441,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",JAY-Z
442,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",Jack Harlow
443,Stick Talk,20fAoPjfYltmd3K3bO7gbt,[],Future
444,Stick to the Models,0F7FlaQBiyNkV8iakTocsW,[],Future
445,More Life (feat. Tinie Tempah & L Devine),7bnczC5ATlZaZX0MHjX7KU,"['australian house', 'deep groove house', 'edm', 'electro house', 'house']",Torren Foot
446,Girl With The Bat (feat. Shadow Boxxer),0Ka2D072BWSpyzNWpVXNzB,['uk tech house'],Idris Elba
447,Burnin,4nEGLj6EKnEnkPmUm2nONT,"['new french touch', 'tropical house']",Petit Biscuit
448,No Heart,4gmmRb6bZJffOOiww1JGTO,"['conscious hip hop', 'north carolina hip hop', 'rap']",21 Savage
449,Someone Else,4hR3hQKELrARHNZJ51D14s,"['canadian electronic', 'edm', 'electra', 'electro house']",Rezz
450,Great Spirit,6FzjJPwf5JzzFOei7h6Qrp,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",Armin van Buuren
451,Rasputin,5jkFvD4UJrmdoezzT1FRoP,"['house', 'pop dance', 'uk dance']",Boney M.
452,All Night Long - Original Mix,1itHrZhmXDd0xKSt1LQOxU,[],JMX
453,Best of Me,1vk5NG0J6yuI3PdZtsEnXk,['livetronica'],ARTBAT
454,The Spins,51pshtuYkgUQnt5huMPbKL,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
455,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,5PNvgiKSwMdjBsDsgFCFLX,"['indie soul', 'irish hip hop']",Maverick Sabre
456,Wear It Out,17T27SrkbmgK24xBIEVjZs,"['athens indie', 'deep new americana', 'indie folk', 'new americana', 'roots rock', 'stomp and holler']",Futurebirds
457,Take Care,124NFj84ppZ5pAxTuVQYCQ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
458,How To Love,4aX4Oycsk1fhHIee1zqsDe,['chicago rap'],Lil Wayne
459,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,"['neo mellow', 'piano rock', 'pop', 'pop rock']",The Fray
460,Pour Over,574kOxVgCcy70oq623rvPE,['brazilian edm'],Vintage Culture
461,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
462,Baby,0wPfUQUkWcguy2iUH0BWOT,"['alternative dance', 'electronica', 'folktronica', 'indie soul', 'intelligent dance music', 'new rave']",Four Tet
463,Be Your Girl (Kaytranada Edition),38spM0LahLUfQhOMAqA7AI,"['alternative r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",Teedra Moses
464,Navajo,6zWU7YALeEDMcPGhKKZJhV,['alternative r&b'],Masego
465,Wyclef Jean,55OdqrG8WLmsYyY1jijD9b,"['hip hop', 'rap', 'trap']",Young Thug
466,Godspeed,5WfACgyEk4rwdWU3rrzNt1,"['indie soul', 'uk alternative pop']",James Blake
467,Godspeed,34xTFwjPQ1dC6uJmleno7x,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Frank Ocean
468,Immigrant Song - Remaster,2uuMXKKmdXrY2XxsqTsGp0,"['album rock', 'classic rock', 'hard rock', 'rock']",Led Zeppelin
469,Freefall (feat. Oliver Tree),4OUKMfT24sce6hdAzfNTOX,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
470,Self Care (with COIN),3mvwfSbI3vM5mu7D9RDfFh,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
471,Vanilla,2HoASP0tvEPmiGyrZon0nj,"['alt z', 'indie pop', 'modern alternative pop', 'uk pop']",Holly Humberstone
473,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit
474,Jackie and Wilson,4JpazKcfOhbwqZrsYhzHee,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
475,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit
476,Because You Move Me,05GvwwTLLID738BbKN1ze0,['progressive house'],Tinlicker
477,The Recipe,7oVPFyS6ieWhJvDRegLjWH,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
478,Recipe,2eIbES1FtX0XzfZIXPjMKD,"['hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",4L Gang
479,Take The World,1XU8WnwGs6oqpt1qicvw34,"['acoustic pop', 'folk-pop', 'indie folk', 'indiecoustica', 'neo mellow', 'stomp and holler']",Johnnyswim
480,Space,2vFZGHB5TCp78zIrtDjWnJ,[],Haiva Ru
481,The Wave,0HYnftjUid25ChhZqAJ7YC,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",R3HAB
483,I Ran (So Far Away),2Rwux3fRY1xxl167muIo93,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",A Flock Of Seagulls
485,Cry Dancing,7g2uEIBiSXUNkLmEUCv5nq,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",NOTD
486,Wicked Games,3rkd5l6Pa8gphfQyitj4a7,[],Avocuddle
487,Everything I Wanted,42bHedqzjwIApgGkHiMtzY,[],Formal Chicken
488,Amber,51UtgWS4z1eMPuLQOzPtNH,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock']",311
489,Kiss from a Rose,3YKptz29AsOlm7WAVnztBh,"['alternative metal', 'danish metal', 'danish rock']",Seal
490,Love & Hate,7oOEFDLSQscl0uGulnIEmG,"['british soul', 'funk', 'neo soul', 'psychedelic soul', 'soul']",Michael Kiwanuka
491,Edge of Seventeen - 2016 Remaster,7L3b6iaVhDVjfo52Hbvh9Z,"['pop', 'pop rock']",Stevie Nicks
492,Rhythm & Blues,5bAJhDTVCWVScr5Ev4LnB2,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'seattle indie', 'stomp and holler']",The Head And The Heart
493,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",5de7ci7TFqbQ1PFgKAD7MR,"['hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",PnB Rock
494,Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,['brooklyn drill'],Pop Smoke
497,"What Is Love - 7"" Mix",2IHaGyfxNoFPLJnaEg4GTs,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",Haddaway
498,Friends (feat. Bon Iver),0ZpBPavoID3eDbaXKSWpAD,['alternative r&b'],Francis and the Lights
499,Revelry,0bTlXQJzw4ddaLQPJ4rGS2,"['modern rock', 'rock']",Kings of Leon
500,One Headlight,0z1b34WikhOH9ZxU8QDWcv,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",The Wallflowers
501,Whiskey,60KTYno5vTtI1dTx55Ei9P,"['edm', 'electronic trap']",Hippie Sabotage
502,Gold Angel,6NaRzSvVxqv2DC2eg039gB,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",Minke
504,Surgery,3RniWkfPXJGxxM4IeBBRCe,"['pop', 'pop rap']",YG
505,Mind Games (feat. Dyo),4zwl6ZHT8BOfOo28FMsPAz,[],BLVK JVCK
508,Tennis Court,74fpNVAJrKGQuqHETi4WSt,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",Lorde
509,Magnets,7nRmfGNhHKEEu5o8yFXLXt,"['house', 'pop', 'uk dance']",Disclosure
510,I Don't Wanna Know,3gF8IZu75GhdYD4w7AFZi0,[],Punctual
514,Options,3kKbRNJmzSWdDgfKqJ9Eck,"['edm', 'electronic trap']",Hippie Sabotage
515,Hindsight,1LY3wORUYTg8t2lZ1v6wHq,[],Tom Martin
516,Money Trees,2HbKqm4o0w5wEeEFXm2sD4,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
517,NUMB,0feV26ESzVptPP83N82VAO,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
518,Say Hey (I Love You),0nnxf8p851ZR49KFnGWVsB,"['pop rock', 'reggae fusion']",Michael Franti & Spearhead
519,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Haywyre Remix,2V05pcM6aYAZOTkL2WMwRq,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",Martin Garrix
521,I'll Wait,1tuXOJYN6CkgubpifHEm96,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
522,Feel Again,75hLNJfiXV5k2YGrbGEW51,"['dance pop', 'piano rock', 'pop', 'pop rock']",OneRepublic
523,I Don't Want U Back,33KdjUuILigAedfZLLvyQQ,"['modern rock', 'pop']",BØRNS
524,Worth My Time,4BcAW1a4xnaezaypukaqxX,"['melodic rap', 'pop rap', 'rap', 'trap']",J Boog
525,Messy,0BOEuUKoHdy8in20fG5smd,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",Kiiara
526,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
527,This Feeling (feat. Kelsea Ballerini),15kQGEy89K8deJcZVFEn0N,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
528,New Light,3bH4HzoZZFq8UpZmI2AMgV,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
529,"Accidentally In Love - From ""Shrek 2"" Soundtrack",3OltYYcLZUhvho5QoRbUNr,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",Counting Crows
530,Mr. Jones,5DiXcVovI0FcY2s0icWWUu,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",Counting Crows
531,Beyond,1Omt5bfz1tZUCqd26HxbS0,"['modern blues', 'soul']",Leon Bridges
532,Coming Home,5EA06TsQmqmQXZiEhr1AaM,"['modern blues', 'soul']",Leon Bridges
534,Moon River,41cpvQ2GyGb2BRdIRSsTqK,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Frank Ocean
535,Cold War,6DwiGVCgXGREeCyJZtX7S1,"['alternative r&b', 'indie r&b', 'nyc pop', 'pop']",Cautious Clay
536,Everybody Wants to Be Loved,3Wl8LnSbqsJU8X8V9KhdkR,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'stomp and holler', 'vapor soul']",Yoke Lore
537,Nostalgic,65SjaqhfKeFhmXprzlzyn4,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
538,Honeypie,0rzWENXdfcLTgyt5DByGTy,['bedroom pop'],JAWNY
539,TROJAN HORSE,1cQCdozRmaErXowT6iDQML,[],SEBASTIAN PAUL
540,Hallucinogenics (feat. Lana Del Rey),4A8pBxx0of2Y8r56dT0atf,['modern rock'],Matt Maeson
541,Beige,0FfZudphGgQTGeEV6AhmOs,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'stomp and holler', 'vapor soul']",Yoke Lore
542,Walls,3UpEsDQyd6eyRQzgQdNyGo,"['folk-pop', 'modern rock', 'stomp and holler']",The Lumineers
543,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,"['indie pop', 'scandipop', 'swedish indie folk']",flora cash
