,name,uri,genres,artist
1798,Drip Too Hard,1BxkZE73h9BN3qwuA15TA3,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Lil Baby
1799,31 / 10,4TwbiHzsLKYydj4CxrufQB,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",RKCB
1800,Tu Olor,48aHJHJyNBcuYIFGMrT5cQ,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",Ozuna
1801,Family Don't Matter (feat. Millie Go Lightly),445YTBOjx9kYThBepGA9au,"['hip hop', 'rap', 'trap']",Young Thug
1802,Heads Will Roll - A-Trak Remix,2idmlkd8oUaQvYEtINpLBX,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock']",Yeah Yeah Yeahs
1803,Go Fuck Yourself,4NZrZgrRoR4GwR7flWOXRI,"['indie poptimism', 'modern rock', 'pop']",Two Feet
1804,No Type,4scpF6J5uMBvoh6sFB7EL1,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rae Sremmurd
1805,Buried (feat. Rome Fortune),3uhw3Z237K3cr1dSwRTvcM,"['aussietronica', 'edm', 'electro house', 'electronic trap', 'electropop', 'escape room', 'future bass', 'vapor twitch']",What So Not
1806,Highly Possible (feat. Waka Flocka Flame),2B6ZkjFk1vpqKlndTCvFas,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Big Gigantic
1807,Dance For Me (feat. NAV),2MyCT1iCuBUhcO8zbjOyRW,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",Tory Lanez
1808,"If I'm Lyin, I'm Flyin",2uMTscYuCT3BZ0OCzH3MwN,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1809,Free Mind,1C4GpCE2xJkS8LziI6fYCq,['australian reggae fusion'],Tash Sultana
1810,Still Beating,2N4idqj9TT3HnH2OFT9j0v,"['edmonton indie', 'lo-fi indie']",Mac DeMarco
1811,Boca Raton (with A$AP Ferg),72ic9IhRix05fIkRzGGMXD,"['permanent wave', 'pop punk', 'punk']",Bas
1812,They Don't Know - Radio Edit,3ddsRCIG5TcpytqsfTOnX1,"['australian psych', 'neo-psychedelic']",Disciples
1813,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,"['latin', 'reggaeton', 'trap latino']",Nio Garcia
1814,It's Late,68rJ0H3kRU7w6Px2pWsH0M,"['brooklyn indie', 'dreamo']",A Beacon School
1815,Bam Bam,7cKLOenzViwzoHJWciMIrj,"['dub', 'old school dancehall', 'reggae', 'roots reggae']",Sister Nancy
1816,Electric Pow Wow Drum,5e8v4ibmsMHxHLALe5KaiZ,"['canadian indigenous', 'canadian indigenous hip hop', 'escape room', 'ottawa rap']",The Halluci Nation
1817,Radar (feat. HONNE),1eqaKknyrnApkoUST7Wc3F,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
1818,After The Storm,1vXHRgrkWnCMab8dhVPh0f,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
1819,Hot Gates,3Du5FgiwsC9lJKqcMcJxKI,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
1820,Only Love,6XVhftVkMt5Eo50gyBUltu,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
1821,Cold Arms,1jmHb63g94JWrQC2lN3LKK,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
1822,White Blank Page,2QulT0LDnhH7011gzjFvLS,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
1823,Friend of the Devil,6FhTIsbEDEel7ju6pnKYtS,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
1824,Believe,4A57CXs3jAmyNTMAwWaV53,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
1825,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Calvin Harris
1826,Apricot Princess,28GbaBYFpYi1J61fXnGSfd,"['bedroom pop', 'pop']",Rex Orange County
1827,In the Morning,01wpPOPqQ3XyS6hBN00HfK,"['edm', 'electro house']",ZHU
1828,Let You Down,2MK8xQVIFA81r32V4E1MkT,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm']",Peking Duk
1829,All Night,15iosIuxC3C53BgsM5Uggs,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop']",Icona Pop
1830,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,"['dance pop', 'pop', 'pop rap']",Gucci Mane
1831,What Do They Want from Me?,2A0F8R8k9vv7HqeQ4A3VMr,"['escape room', 'lgbtq+ hip hop', 'trap queen']",Ice Cold King
1832,"Drive, Pt. 1",7rCQOKjvYBKSzcdJY4KH7S,['uk alternative pop'],Ben Khan
1833,Light On,5fD0rnsQbidMHrYuM7xxyK,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1834,These Days,0PLbCyMLCnNd6E34FynqJM,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1835,Bootleggin',28P6Cr4NvWmCrFj2hH66dU,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1836,Fight Song,2awLlJw36MbKcgFnFWC7w5,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1837,New Wave,7ikHJI8Kd19vI10imjaNzW,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1838,Good Friend,5LbH8qnrkcd3A3VV6GNrzW,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1839,Bones,2iV4TfP75xLh7eHlItXVBF,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1840,Intro (Slow),4i4gSh11ej1l1xoXC1lAeJ,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1841,Straightjacket,19tFW57VlHygpz6drnb4Nv,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1842,Worst,77Ie1Ig56qgxEG7UkRotBd,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1843,Flare Guns,69B4b2ZLXZtADgzWk2RfpY,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1844,Fake Denim,2qCmiYH5ol3nSo7SGUcdAM,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1845,Don't You,5Nu5xLQwxcRQhKXuO9Su6O,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1846,60 Seconds,7unqjFhQj0yzN8PxTdraKj,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1847,Walls,3vfCOp4q21VYbPov3nHQQX,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1848,Tourist,3kRqxgDpMwPKiVYTXV2ZvV,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1849,One Day At A Time,7Lc7nopSC5ZJ7MWAllGhBq,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1850,Always Been You,5ZhvIEpk5yURoZ6xAQzNZM,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1851,Candle,0XNu9Mqd7TLnKRNVHpe6T5,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1852,Iron & Steel,3q0NwIecnNK8DIE6m77PvI,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1853,What The Hell Happened To Us,2lTkTb68hFcTlfdBVzGLek,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1854,Before It Burned,5qHINFJdLjWDDjOswcDACb,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1855,Loyal,6jKVU3e0gnQLj3iifJBvVN,"['chillwave', 'ninja']",ODESZA
1856,Lucid Dreams,0s3nnoMeVWz3989MkNQiRf,"['chicago rap', 'melodic rap']",Juice WRLD
1857,Jubel,2mpsKeLCbdXkwEpZRNi4XD,"['deep house', 'deep tropical house', 'edm', 'new french touch', 'pop dance', 'tropical house']",Klingande
1858,Sonnentanz (Sun Don’t Shine),7G5FO7sFeC7Idwu9cXzVNl,"['austrian pop', 'new french touch', 'tropical house']",Klangkarussell
1859,Desire,5HG3mV4Fwh4es4HbI69pV3,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']",Years & Years
1860,Desire - Gryffin Remix,6JzCO4ZzxAXhY86vTcqM1Q,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']",Years & Years
1861,Youth,3bfZPCm4UrEEmrayPyxtbU,['uk alternative pop'],Ben Khan
1862,Realla,3kqsetsOxWWCkE3UrbZCGV,"['chillwave', 'electra', 'future bass', 'vapor twitch', 'wonky']",TOKiMONSTA
1863,Wake Up,6BOtDFg6GJm0rPUDuNmx57,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Fetty Wap
1864,Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1865,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1866,What's the Use?,2dgrYdgguVZKeCsrVb9XEs,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1867,Perfecto,0Xcy81PsJCOO6mhLZaQyQ4,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1868,Self Care,5bJ1DrEM4hNCafcDd1oxHx,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1869,Wings,16umSNZfofRpDqTvf8DIAo,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1870,Ladders,39NDBdU5Xkm5pCFGa5kZtI,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1871,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1872,Conversation Pt. 1,1oFEAWvPHP5TdSlmIs77sV,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1873,Jet Fuel,2JmFRXaJrkAUD2cs6U20KG,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1874,2009,6dFn6my1sHK2bcf23GlHwM,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1875,So It Goes,0EA2RhRHL4KWeNa7JfD1Yw,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
1876,Fais rien (Petit Biscuit Remix),4zu6g7gsPwiATpb4VKS9FO,"['chanson', 'ye ye']",Moi Je
1877,I Wanna Know,7ykMO4py7Nvrgf2vUHBkzr,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']",RL Grime
1878,This Ain't Over - Odd Mob Remix,6O4pYYcd9MdfXxpx8CLisV,['indie poptimism'],Alex Newell
1879,Feels - Jai Wolf Remix,336jnmSTsmToI38KN4MQMe,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",Kiiara
1880,Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,2NAZcL9tLUkdMMb5v3xFVG,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",Ty Dolla $ign
1881,Blasé (feat. Future & Rae Sremmurd) - Whethan Remix,62e5NIqgHCGTJH998FZTOh,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",Ty Dolla $ign
1882,love gang (feat. Charli XCX),3jjUphDBlbPzWD3Ft3tya1,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
1883,Do You Feel This Way (feat. Whethan),5p0UXw8VPvtgGEgBltcIwU,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop']",Kailee Morgue
1884,All I Got,6euzJRzwBig3NESMppkxOK,['alternative hip hop'],Oliver Tree
1885,Enemy,14oQGWPqh5BriU78hT19CE,['alternative hip hop'],Oliver Tree
1886,Alien Boy,1gGhqfs2pDTOI30AEXMXrn,['alternative hip hop'],Oliver Tree
1887,Aftertaste (feat. Opia),2iUb7DLswcEXEmsdD878no,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
1888,Tourist,1gnYyhbQVmPskm6idTMrx3,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1889,Happier - Kasbo Remix,3a1QSvzb3ypLc1QpXTs9mU,"['pop', 'uk pop']",Ed Sheeran
1890,Send Them Off!,4Wg7VfvO7NVG57R8cSPDQG,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
1891,Send Them Off! - Whethan Remix,041kWBRgMmVPjx9NWso59c,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
1892,Pound Cake / Paris Morton Music 2,1HDaPtZuixue2q6VGNRdVO,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
1893,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Calvin Harris
1894,The Story Of Us,19tHCfzUSoy5HkpxcmbA0A,"['pop', 'post-teen pop']",Taylor Swift
1895,Never Grow Up,74WBGgUnpKrJXt6TETfR6Z,"['pop', 'post-teen pop']",Taylor Swift
1896,Enchanted,14LtANuaslKWyYbktUrHBU,"['pop', 'post-teen pop']",Taylor Swift
1897,Mine,6LZaxlycSWrJZ4Volb25qx,"['pop', 'post-teen pop']",Taylor Swift
1898,Sparks Fly,1q8E1FfFuhd12c5JcJwPxQ,"['pop', 'post-teen pop']",Taylor Swift
1899,Mean,4N60XfcTE1ysLZGbYgnYXq,"['pop', 'post-teen pop']",Taylor Swift
1900,Dear John,1ubvV5ECkm6nSI6g1HmbBK,"['pop', 'post-teen pop']",Taylor Swift
1901,Bad Blood,273dCMFseLcVsoSWx59IoE,"['pop', 'post-teen pop']",Taylor Swift
1902,Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,"['pop', 'post-teen pop']",Taylor Swift
1903,Out Of The Woods,5OndtwLGA9O6XHFcGm2H7r,"['pop', 'post-teen pop']",Taylor Swift
1904,I Almost Do,31pEV5lPJi7btskZoUr2yu,"['pop', 'post-teen pop']",Taylor Swift
1905,Delicate,6NFyWDv5CjfwuzoCkw47Xf,"['pop', 'post-teen pop']",Taylor Swift
1906,Astronaut - Something About Your Love,4sG6J4S2FCuMr3oooYAwFS,"['aussietronica', 'australian indie', 'electropop', 'indietronica', 'modern rock', 'vapor soul']",Mansionair
1907,Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,"['bedroom pop', 'pop']",Rex Orange County
1908,Berenstein,0VXI7SOcGQQ1SLjyJaaIEa,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",The Band CAMINO
1909,2 / 14,5sCvipEhpAhVhu3K6kzm1P,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",The Band CAMINO
1910,Colors - Stripped,5CtxUV4P7qDlgy7X8N32HP,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
1911,Colors - Sam Feldt Remix,2dz44i35sJ2lmbh4RmBT6h,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
1912,Colors - Audien Remix,3WtCu35qpzGCLIGa8pczdu,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
1913,Talia,396UBHzxhcRoNYiIjRzEM9,"['alt z', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'post-teen pop']",King Princess
1914,Look At Us Now,2idTnDVMIFBqdoHodX8WQc,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",Lost Kings
1915,Silence - Slushii Remix,2jt1zmAB5VEY9TLNNiXLKW,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Marshmello
1916,Work Out,3PdgIdRXJjgxfOr7slldel,"['canadian pop', 'pop', 'post-teen pop']",Chance the Rapper
1917,Where Did I Go?,79OKfIXCPbNhZa3h1ZREag,"['alternative r&b', 'r&b']",Jorja Smith
1918,Biking,2q0VexHJirnUPnEOhr2DxK,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Frank Ocean
1919,Norf Norf,4uQ7wYsuL0DryknoDc11Hk,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']",Vince Staples
1920,Paradise,5se6K8sonaVJGu1mjj6ItC,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Big Sean
1921,Begin - Recorded at Spotify Studios NYC,0q59zQZgCwEhwzzipPvWoZ,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
1922,Younger Days,73DoUyxCAGBTzr5RFOEHXo,"['indie folk', 'modern rock', 'stomp and holler']",Mt. Joy
1923,Morocco,0ecM7uGyjgJnBliXS2fPP9,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Moon Taxi
1924,Nothing Can Keep Us Apart,44zxTBWBecsNBFqYLj233B,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Moon Taxi
1925,Dancing On Quicksand,42ADpNS02UiRbRGyRYypFS,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
1926,Off She Goes,277XsneDiv30dhONPCOmrF,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
1927,Daft Pretty Boys,41d2Q6DHcM20OdzynkRtvf,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
1928,I Don't Wanna Dance,5eLpZ8zv4yncE0RFZlRpD2,"['chillwave', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'shimmer pop', 'stomp and holler']",COIN
1929,Cardiac Arrest,29BdX9SqHWyx7xEGF1Tf5V,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
1930,The Mother We Share,3PvzvltQZLIKk9YgoMP3Yq,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",CHVRCHES
1931,Electric Feel,0vJvCnuxXL2BCSRa1ZoeNl,"['indie soul', 'vapor soul']",Henry Green
1932,The Little Things (feat. Angela McCluskey) - Kasbo Remix,4KRkanYEoxAEBY5HDtYGU6,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Big Gigantic
1933,"All of Me (feat. Logic, ROZES)",2HiH7eMk9aokfnIEFzWiMq,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Big Gigantic
1934,Dubai Shit,6urLjX35oXXRYtcH1b3dCh,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Huncho Jack
1935,Connection,3T4UodGkfZObJ43RtA5KFU,"['dance pop', 'piano rock', 'pop', 'pop rock']",OneRepublic
1936,broken,6XcfKZvJio9Z0fQy11GnNX,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",lovelytheband
1937,Alone (Feat. Big Sean & Stefflon Don),3tbNT2X5tfMIVeUflYbZUZ,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
1938,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,"['canadian pop', 'pop', 'post-teen pop']",benny blanco
1939,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,"['rap', 'slap house']",Travis Scott
1940,Budapest,7q0aQpiLv5tIsupcgQ3Ny4,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",George Ezra
1941,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Tyga
1942,Thunderclouds,5a8RPWgKSmcGBGcffmIrUi,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Sia
1943,SWISH,55GiOwtxNajXVbpjjIzMnD,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Tyga
1944,Nevermind,63SevszngYpZOwf63o61K4,['israeli pop'],Dennis Lloyd
1945,Tie Me Down (with Elley Duhé),4QVS8YCpK71R4FsxSMCjhP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin
1946,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,"['edm', 'electro house', 'pop dance', 'tropical house']",Dynoro
1947,Happier,2dpaYNEQHiRxtZbfNsse99,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Marshmello
1948,Live SheckWes Die SheckWes,0asxiZ68X8m2wuJwsabF6d,"['rap', 'trap', 'underground hip hop', 'vapor trap']",Sheck Wes
1949,Mo Bamba,3QybPutx0Tjk472bBKjNWn,"['rap', 'trap', 'underground hip hop', 'vapor trap']",Sheck Wes
1950,American Teen,312WNtMs3F28cUukaPY9bo,"['electropop', 'pop']",Khalid
1951,Location,152lZdxL1OR0ZMW6KquMif,"['electropop', 'pop']",Khalid
1952,Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,"['electropop', 'pop']",Khalid
1953,Coaster,39KG4kom3enSx4GTThuDGt,"['electropop', 'pop']",Khalid
1954,8TEEN,5bgwqaRSS3M8WHWruHgSL5,"['electropop', 'pop']",Khalid
1955,Hopeless,3JTtZUOiZljuWbNiasfHB6,"['electropop', 'pop']",Khalid
1956,Cold Blooded,34izzOmykADkGT27pUjUvJ,"['electropop', 'pop']",Khalid
1957,Winter,4V3VshJLUTCIWa77YiAkvM,"['electropop', 'pop']",Khalid
1958,Therapy,25YvGDl2zSE0pH8jrMZ6aY,"['electropop', 'pop']",Khalid
1959,Shot Down,1Ob94QesoxHSBrypyBbdfd,"['electropop', 'pop']",Khalid
1960,Keep Me,6SWHTMywuTXLFlMQ75cAuu,"['electropop', 'pop']",Khalid
1961,Angels,67kXYrMTQbS7MVbXyGyxHm,"['electropop', 'pop']",Khalid
1962,Let's Go,6AIccJIWHGK26xi34FAkwl,"['electropop', 'pop']",Khalid
1963,Saved,248OFOZef6ShXv6DGgbnxU,"['electropop', 'pop']",Khalid
1964,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,"['electropop', 'pop']",Khalid
1965,Blood on Me,37el170lJYr5CiWJFk207u,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Sampha
1966,(No One Knows Me) Like the Piano,5zOnoB8FdZudDcPX4O8WqF,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Sampha
1967,Too Much,6kIh5c8x8vzOe6OKW1X59U,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
1968,Stay Woke (feat. Miguel),3X9OVlc4YaL9nowxAVcJex,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Meek Mill
1969,Remind Me to Forget,6xTU6B6nFwKKTSZ9ySXS80,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
1970,Adorn,25cUhiAod71TIQSNicOaW3,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Miguel
1971,Breezeblocks,3n69hLUdIsSa1WlRmjMZlW,"['indie rock', 'modern rock']",alt-J
1972,World Gone Mad,1ZyQGXH9dZ4AecevHhKUxi,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
1973,Quarter Past Midnight,1etiUDkISHELzQGMY79ryt,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
1974,Some Reason,6l1FgYgEML7S7Wt7p20UmL,['vapor soul'],Hazey Eyes
1975,About You,6aHEqsFfO5ohJamyoOv2Jm,"['dancehall', 'reggae fusion']",Colouring
1976,Young Hearts,3bp1AbnMkaCXELQXovwRdb,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
1977,Better Not - Acoustic,5F7Q8pluSbCWA64Gcg5fOv,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
1978,Are You,3wqUIEuO44HNZxRGlaOMWq,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1979,Running,1iUqqJrrk98kuvtLM0yfA7,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1980,Brave Enough,2PaNQL6MhyTLquEuvdNKbo,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1981,Cross My Mind,4FjPJhlEIWB9QVKFTc78Nn,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1982,Not a Single Day (Interlude),6pm0czk8DMm7oV35jWkEki,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1983,Where I Wanna Be,5j4mKTvOu0cr4cooq57sm3,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1984,I Was Wrong,3a2MbZSw3NGRWHqsCJ4iQj,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1985,Feed the Beast,2driOHZZnMIlaUIt9e3SRD,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1986,Ain't Gonna Leave,76viqO3tGyWHYbJgmV2gfN,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1987,Annie,6se160dvONwrpI4G51bnVE,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1988,I Was Wrong - Robin Schulz Remix,4RNpfZR9Zm7efzuMghkPKb,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1989,What She Wants,4uf9vttaZb5rehtxzrL4Dx,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1990,Summer Days,0bf2XtxP5RsUYqWdsjk58H,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1991,Oceans Away,6A8dnC0xkiuWN4BshmTB2I,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1992,"Cross My Mind, Pt. 2 (feat. Kiiara)",6JsfvqClYnc2R5yZ67C2ch,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1993,Take Her Place (feat. A R I Z O N A),3AzvNvE3xpgelqmE5MRnbI,"['baroque pop', 'emo', 'modern rock']",Don Diablo
1994,Freaking Out,5boqkVlc0CWhfTjksnpc1X,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
1995,High (& Dua Lipa),3dD9yyYTQ73SZvyOygyKva,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
